refined_group_id,representative_record_id,member_count,training_member_count,locked_test_member_count,target_classes,datasets,similarity_method,minimum_dhash_distance,maximum_dhash_distance,minimum_phash_distance,maximum_phash_distance,minimum_orb_match_ratio,maximum_orb_match_ratio,minimum_orb_inlier_ratio,maximum_orb_inlier_ratio,risk_status
refined_b3df3bfda83a2cc70e28,rec_0431dddb0e9ea95154bd,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95125000,0.95125000,0.99868594,0.99868594,VERIFIED_NEAR_DUPLICATE
refined_44b7fda0b4ee3c2a4446,rec_0434b41930211fd1c28d,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96125000,0.96125000,0.99869961,0.99869961,VERIFIED_NEAR_DUPLICATE
refined_7d1abbd8d5a5ce7512af,rec_0442eeb5cd1d3379879e,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.80541237,0.80541237,0.99680000,0.99680000,VERIFIED_NEAR_DUPLICATE
refined_ba85164d5ac18e73b87f,rec_044df659520f59df5356,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.92137931,0.92137931,0.99251497,0.99251497,VERIFIED_NEAR_DUPLICATE
refined_9b0a47b7667890441a88,rec_04536590aafeec6b72c9,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,2,2,0,0,0.75250000,0.75250000,0.99169435,0.99169435,VERIFIED_NEAR_DUPLICATE
refined_238a403b71af6bdaf93b,rec_046758b5bb58ffd70225,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.75994513,0.75994513,0.96931408,0.96931408,VERIFIED_NEAR_DUPLICATE
refined_b13336b75023a0ee32fc,rec_046b3a5f8ba73ca529e7,8,8,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,3,0,4,0.50632911,0.71733668,0.77293578,0.97373030,VERIFIED_NEAR_DUPLICATE
refined_e48ad7da764eb5f58979,rec_04828ea304ec30b08742,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,4,4,2,2,0.37250000,0.37250000,0.74161074,0.74161074,VERIFIED_NEAR_DUPLICATE
refined_aa98dc8e71234e8f0d88,rec_048498d7db09ef9c9528,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96125000,0.96125000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_e94925da59636964e984,rec_049663b7f030e3a1170b,3,3,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.92750000,0.94125000,0.99730458,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_1bd130e1e4fe45fb6087,rec_049cd66d69d538bf635e,4,4,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,3,0,4,0.58250000,0.80375000,0.87184874,0.97978227,VERIFIED_NEAR_DUPLICATE
refined_ec1f9b86205476537081,rec_04a9858761098b4fcba4,2,2,0,Potato Early blight | Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.67910448,0.67910448,0.96153846,0.96153846,VERIFIED_LABEL_CONFLICT
refined_1614f9ff4a034c849b99,rec_04bb8fe6ab02c3858361,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.99500000,0.99500000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_04c1c28cebc1aa492cfa,rec_04ca8adb1c911e8b3ba5,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.57161804,0.57161804,0.95127610,0.95127610,VERIFIED_NEAR_DUPLICATE
refined_3c7d44d3918cdfabec83,rec_04cbe333059273939d75,3,3,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,2,2,0,4,0.69875000,0.72000000,0.91949911,0.96701389,VERIFIED_NEAR_DUPLICATE
refined_62730620f421fd1b0202,rec_04da73faae205265541b,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95125000,0.95125000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_60c5c061154193e57ede,rec_04e8cbf4a6bed86824ac,3,3,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,4,0.62620690,0.76071923,0.93832599,0.99090909,VERIFIED_NEAR_DUPLICATE
refined_bdf073b5380bd4d3d415,rec_04ee5db9f27d8e1c771c,4,4,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,3,0,4,0.63375000,0.90875000,0.86390533,0.99862448,VERIFIED_NEAR_DUPLICATE
refined_a4bc47788004fe9391ad,rec_04fc6289e39e407f9603,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.79422836,0.79422836,0.99210111,0.99210111,VERIFIED_NEAR_DUPLICATE
refined_8b2a711592af27e68cc0,rec_051419c4661f0dceecf2,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.79571248,0.79571248,0.99683043,0.99683043,VERIFIED_NEAR_DUPLICATE
refined_2fde55cf0b54d4f6139f,rec_05416d5b1f11fae51165,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.94465409,0.94465409,0.99733688,0.99733688,VERIFIED_NEAR_DUPLICATE
refined_a6657d96144a2ad7b526,rec_05454d7a8ab957411705,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,3,3,2,2,0.74391989,0.74391989,0.98653846,0.98653846,VERIFIED_NEAR_DUPLICATE
refined_8f6390bf977bbdd3e1a4,rec_054c13f2ec0db4ed2ac0,4,4,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,4,4,2,2,0.50000000,0.52625000,0.75500000,0.95724466,VERIFIED_NEAR_DUPLICATE
refined_53a88bbadfb4c02a4519,rec_0554d9fbe8694ca8a078,3,3,0,Potato Early blight | Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,6,0.45658263,0.65826331,0.94255319,0.96625767,VERIFIED_LABEL_CONFLICT
refined_24786468f26f7ba7c7f4,rec_05593ede12f672588d2f,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.73500000,0.73500000,0.97959184,0.97959184,VERIFIED_NEAR_DUPLICATE
refined_d03cf22a92ad279c91f3,rec_056a23f7c13f6a0edefc,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,2,2,0.38107417,0.38107417,0.83221477,0.83221477,VERIFIED_NEAR_DUPLICATE
refined_12911556a5b6a71d4d59,rec_057a3b814c4f696f7810,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.93874834,0.93874834,0.99574468,0.99574468,VERIFIED_NEAR_DUPLICATE
refined_a87010967d2e10e5b7b3,rec_057b3a5a1cc2c0e10e6b,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.77664975,0.77664975,0.99183007,0.99183007,VERIFIED_NEAR_DUPLICATE
refined_63528bc71a0434381d33,rec_057e78253d7d61994800,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.78310214,0.78310214,0.99033816,0.99033816,VERIFIED_NEAR_DUPLICATE
refined_a228d134b18b11ecb88f,rec_05812b6fa45da8b48bc0,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95750000,0.95750000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_f1a1a313b52c2a8033d4,rec_0582cb7f8bb96a0c425e,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.94878361,0.94878361,0.99730094,0.99730094,VERIFIED_NEAR_DUPLICATE
refined_fe2b3e690ae0205d6ec7,rec_058ab5e49dce9fc63425,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,4,4,0.61000000,0.61000000,0.84016393,0.84016393,VERIFIED_NEAR_DUPLICATE
refined_3ecb2df5e225231675ef,rec_0590fc96c6a0ea2762d8,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.93670886,0.93670886,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_e68498f2dd3760e1acf1,rec_0597cf600a8917ed2037,4,4,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,2,0,2,0.79250000,0.96250000,0.88958991,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_1737c43b41ab2689a3dc,rec_059af9d4bf0b61bf84ea,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95750000,0.95750000,0.99869452,0.99869452,VERIFIED_NEAR_DUPLICATE
refined_17290dd87a4e6967452f,rec_05c72f775e8205d5c5a9,3,3,0,Corn Cercospora leaf spot | Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,1,0,0,0.87552448,0.90042076,0.99844237,1.00000000,VERIFIED_LABEL_CONFLICT
refined_0408b900e7b60272a19e,rec_05cde52907edb1a7b126,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.93625000,0.93625000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_08601e365e57ad5361ab,rec_05d5fc07bd307dd53c6a,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.97250000,0.97250000,0.99871465,0.99871465,VERIFIED_NEAR_DUPLICATE
refined_09351dd404f8f6e2e19f,rec_05db9cc5cdb55a1a61f1,2,2,0,Tomato Septoria leaf spot,PlantDoc,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.70000000,0.70000000,0.93571429,0.93571429,VERIFIED_NEAR_DUPLICATE
refined_713668edcbb7cd7793bc,rec_05e101f7eaa985f174d3,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.94444444,0.94444444,0.99866310,0.99866310,VERIFIED_NEAR_DUPLICATE
refined_f85962c4d02a4de6252e,rec_05f4e7aaf87d061aa6b2,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.93202614,0.93202614,0.99719495,0.99719495,VERIFIED_NEAR_DUPLICATE
refined_ab153b2a449f4dcb7b83,rec_05f6fc7c97da26e30040,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.88550725,0.88550725,0.99509002,0.99509002,VERIFIED_NEAR_DUPLICATE
refined_3aea0f3a293368832cc8,rec_064d8fe3720af8ea002a,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.93029491,0.93029491,0.99855908,0.99855908,VERIFIED_NEAR_DUPLICATE
refined_0c7ae3780fd4c7ce2b02,rec_065b8ea8e9e4b69bfe7d,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.90250000,0.90250000,0.99584488,0.99584488,VERIFIED_NEAR_DUPLICATE
refined_beddef17f2f445f99de1,rec_0660afe5819eeadf978b,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,4,4,0.66000000,0.66000000,0.78236915,0.78236915,VERIFIED_NEAR_DUPLICATE
refined_e07f5e448930abbf54a6,rec_06736c238b55b4f4aaf0,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.75125628,0.75125628,0.93311037,0.93311037,VERIFIED_NEAR_DUPLICATE
refined_9c7fc3314e3f622bec1a,rec_06771d60a9bf291c4786,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.90528634,0.90528634,0.99513382,0.99513382,VERIFIED_NEAR_DUPLICATE
refined_2589c36d095f6f60b211,rec_067e2bfd73f975063683,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.91360000,0.91360000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_f372cb1b34ab7f293697,rec_06845c0d3b58ee4f1110,3,3,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,1,0,2,0.58860759,0.68607595,0.83655914,0.93911439,VERIFIED_NEAR_DUPLICATE
refined_c18684cdf9137dd5929c,rec_06876b5e9139750d70cb,3,3,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95875000,0.96750000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_11e7a4994887859737e0,rec_068d998678a05ae7dc39,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.76081081,0.76081081,0.99289520,0.99289520,VERIFIED_NEAR_DUPLICATE
refined_eec9d8ebfe3f60a3e4de,rec_069f38a23c8748235155,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.82875000,0.82875000,0.99396682,0.99396682,VERIFIED_NEAR_DUPLICATE
refined_2d59afc350f9d9ec8c2e,rec_06aabf4869eba53382e2,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.99620733,0.99620733,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_9ef813c50c8776b4c0a2,rec_06ac453ca6fc37ad53be,3,3,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,2,4,2,4,0.64509804,0.68421053,0.82905983,0.95744681,VERIFIED_NEAR_DUPLICATE
refined_f72c4ab4cf344b915e14,rec_06b398b9d541c382d8ff,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.74933333,0.74933333,0.97508897,0.97508897,VERIFIED_NEAR_DUPLICATE
refined_78d3ab27442c88867a92,rec_06b50d6eded0c1fb2ad7,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,2,2,4,4,0.39000000,0.39000000,0.82371795,0.82371795,VERIFIED_NEAR_DUPLICATE
refined_a69b27f30c675f7477c1,rec_06c3fb6e3c06b07c3675,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.83375000,0.83375000,0.99100450,0.99100450,VERIFIED_NEAR_DUPLICATE
refined_aaedb1d167e965de218a,rec_06c6dba1b8450f8469d3,5,5,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,3,2,4,0.54614412,0.78940731,0.88275862,0.99361022,VERIFIED_NEAR_DUPLICATE
refined_525ee65be072a2314e05,rec_06cf95b43e91d0172780,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,4,4,4,4,0.27750000,0.27750000,0.79729730,0.79729730,VERIFIED_NEAR_DUPLICATE
refined_cca399c29fccdb48e276,rec_06d2a8c8e608da18a931,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.94625000,0.94625000,0.99735799,0.99735799,VERIFIED_NEAR_DUPLICATE
refined_9bcc1b09981e1c177b7e,rec_06d4bcb61d236a19cce9,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.93453145,0.93453145,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_8659018f3fc47ed26bc4,rec_06db284a0f91ead35796,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.94750000,0.94750000,0.99868074,0.99868074,VERIFIED_NEAR_DUPLICATE
refined_3d290f8065bada3b3a86,rec_06db6aa9a5466409d3ea,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.99625000,0.99625000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_8db65b511539fd4443dc,rec_06e12dc92fe7c13179f0,4,4,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,4,4,0.55051813,0.60590501,0.89411765,0.94279661,VERIFIED_NEAR_DUPLICATE
refined_be346d1b26c97e6f3db7,rec_06eb001d108aa97d4c88,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96750000,0.96750000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_abc68a93ae07addfda95,rec_06fffbb2ab5f2a816310,4,4,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,1,0,2,0.55000000,0.95500000,0.85371179,0.99738220,VERIFIED_NEAR_DUPLICATE
refined_1d1c3f1b3c653591e3d0,rec_0703936eb32a02135568,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.89625000,0.89625000,0.99581590,0.99581590,VERIFIED_NEAR_DUPLICATE
refined_2a600a5bbf8e4ece92c8,rec_07066f042499f09373e1,3,3,0,Potato Early blight | Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,3,4,4,8,0.58125000,0.74250000,0.83010753,0.93771044,VERIFIED_LABEL_CONFLICT
refined_25fef7ec489a4850cc03,rec_070a4d6be134aa714811,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.97500000,0.97500000,0.99615385,0.99615385,VERIFIED_NEAR_DUPLICATE
refined_91a19f0c0cd3e2b5a663,rec_071a6accd5dc74d76e07,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,3,3,2,2,0.73045822,0.73045822,0.99261993,0.99261993,VERIFIED_NEAR_DUPLICATE
refined_50dc0ba7aa8afe10812b,rec_0726fceba4bcea7aaa8d,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.76375000,0.76375000,0.99181669,0.99181669,VERIFIED_NEAR_DUPLICATE
refined_45b766b31c813f670fb2,rec_0731daaaffa735fd23d2,4,4,0,Corn Cercospora leaf spot,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,2,0,2,0.61320755,0.92751678,0.89890110,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_1c5943a6c1615cfc67a1,rec_0733351298983b818d00,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.85000000,0.85000000,0.99705882,0.99705882,VERIFIED_NEAR_DUPLICATE
refined_5f3584e2d40f980a1f72,rec_073846521d082fe34169,6,6,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,4,0,4,0.70000000,0.85125000,0.85328836,0.99559471,VERIFIED_NEAR_DUPLICATE
refined_20ccfbe4bfa58317d8b1,rec_07439386ad3b2e789b6b,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.79827089,0.79827089,0.99638989,0.99638989,VERIFIED_NEAR_DUPLICATE
refined_a32a4449195e5505047b,rec_0748ee98f3e78c5d3041,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.94875000,0.94875000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_12b12b46bc8c4c2c54f3,rec_074baa63a78b14f044e9,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.93915344,0.93915344,0.99859155,0.99859155,VERIFIED_NEAR_DUPLICATE
refined_5e2d99ecc0fe51d76638,rec_0751d8300da3703652e5,4,4,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,2,0,4,0.54470426,0.71467026,0.78907721,0.98106061,VERIFIED_NEAR_DUPLICATE
refined_44fb074d881510f35c04,rec_076ded507efabd6f5899,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.92447552,0.92447552,0.99848714,0.99848714,VERIFIED_NEAR_DUPLICATE
refined_1e7a99fd51530c06e92f,rec_076f1a63665e5bf9c2e4,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,2,2,0,0,0.76375000,0.76375000,0.99181669,0.99181669,VERIFIED_NEAR_DUPLICATE
refined_0ed4f5ed8a7557fd5f01,rec_077da36e8720cf09d2b1,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.99750000,0.99750000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_a9e9f7083d6911e9f85d,rec_077fd89758c4cfff6382,3,3,0,Potato Early blight | Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,1,0,0,0.89250000,0.91500000,0.99726776,1.00000000,VERIFIED_LABEL_CONFLICT
refined_a46a9c868c5a7b51d672,rec_078223edeb5be6956cde,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.89955022,0.89955022,0.98666667,0.98666667,VERIFIED_NEAR_DUPLICATE
refined_4a97497cc9dd9eb847d9,rec_078db4b575a6d9f896e3,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,2,2,2,2,0.58846154,0.58846154,0.96296296,0.96296296,VERIFIED_NEAR_DUPLICATE
refined_3ebbc8b6bdab7b3114e3,rec_0792af8e4d6e57d56db0,2,2,0,Corn Cercospora leaf spot,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.98840206,0.98840206,0.99869622,0.99869622,VERIFIED_NEAR_DUPLICATE
refined_1121b64ebf8bcc0b4030,rec_07a763ce9f423b8db48a,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.96089385,0.96089385,0.99854651,0.99854651,VERIFIED_NEAR_DUPLICATE
refined_84ca77cf87ceddb51868,rec_07a962fb164c8ea4e52a,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.78846154,0.78846154,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_a29c2a87e03d98c595af,rec_07acfa7dbc878eae7e8b,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95625000,0.95625000,0.99738562,0.99738562,VERIFIED_NEAR_DUPLICATE
refined_7d86674c11b25efb92ec,rec_07bc01439ffca38d0b9f,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.90464241,0.90464241,0.99861304,0.99861304,VERIFIED_NEAR_DUPLICATE
refined_1c6f314eee56f97a7246,rec_07c130f31b6fdf947066,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.82000000,0.82000000,0.99390244,0.99390244,VERIFIED_NEAR_DUPLICATE
refined_7bcab190ac3c519cb689,rec_07c67ca5de956c6ba250,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,4,4,0.61441441,0.61441441,0.97653959,0.97653959,VERIFIED_NEAR_DUPLICATE
refined_7b0604dda6d8808bb8bc,rec_07c6e3d67c6271c88127,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96375000,0.96375000,0.99740597,0.99740597,VERIFIED_NEAR_DUPLICATE
refined_93ab26879c95398ac749,rec_07dd92c42ca9bf0a7f01,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.99500000,0.99500000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
